Tabelle: 99911-0007
International indicators - Agriculture and fishery:;;;;;;;;;;;;
states, years;;;;;;;;;;;;
International indicators;;;;;;;;;;;;;;;;;;;;;;
;;;2014;;2015;;2016;;2017;;2018;;2019;;2020;;2021;;2022;;2023;
Germany;Agricultural land (share of land area);percent;47.9;e;48.0;e;47.7;e;47.8;e;47.6;e;47.7;e;47.5;e;47.5;e;47.5;e;47.5;e
;Arable land and perm. crops (share of land area);percent;34.6;e;34.5;e;34.2;e;34.3;e;34.1;e;34.1;e;34.0;e;33.9;e;33.9;e;34.0;e
;Area under organic farming (share of agric. land);percent;6.3;e;6.5;e;6.8;e;6.8;e;7.3;e;7.7;e;9.6;e;9.7;e;9.7;e;11.2;e
;Forest area (share of land area);percent;32.7;e;32.7;e;32.7;e;32.7;e;32.7;e;32.7;e;32.7;e;32.7;e;32.7;e;32.7;e
__________
"Source:
United Nations: Food and Agriculture Organization (FAO)"
© Statistisches Bundesamt (Destatis), 2025
created: 2025-11-09 / 16:59:05
